Agent,Team,Student ID,Classes Completed (Month),Booked Unattended,Priority Score
EGLP-mohamed06,ME-EGSS10小组,63058549,20,0,40
EGLP-mohamed06,ME-EGSS10小组,63961952,19,4,34
EGLP-mohamed06,ME-EGSS10小组,61924857,18,4,32
EGLP-mohamed06,ME-EGSS10小组,63697401,18,4,32
EGLP-mohamed06,ME-EGSS10小组,63163518,17,4,30
EGLP-mohamed06,ME-EGSS10小组,63636528,17,5,29
EGLP-mohamed06,ME-EGSS10小组,61864495,16,3,29
EGLP-mohamed06,ME-EGSS10小组,61922375,16,2,30
EGLP-mohamed06,ME-EGSS10小组,63955491,16,4,28
EGLP-mohamed06,ME-EGSS10小组,60540732,15,4,26
EGLP-mohamed06,ME-EGSS10小组,60650356,15,5,25
EGLP-mohamed06,ME-EGSS10小组,61875874,15,3,27
EGLP-mohamed06,ME-EGSS10小组,61895826,15,3,27
EGLP-mohamed06,ME-EGSS10小组,61944715,15,4,26
EGLP-mohamed06,ME-EGSS10小组,63479850,15,4,26
EGLP-mohamed06,ME-EGSS10小组,63540846,15,4,26
EGLP-mohamed06,ME-EGSS10小组,57962078,14,4,24
EGLP-mohamed06,ME-EGSS10小组,59041885,14,4,24
EGLP-mohamed06,ME-EGSS10小组,60878864,14,4,24
EGLP-mohamed06,ME-EGSS10小组,61216239,14,4,24
EGLP-mohamed06,ME-EGSS10小组,61410343,14,0,28
EGLP-mohamed06,ME-EGSS10小组,61880711,14,4,24
EGLP-mohamed06,ME-EGSS10小组,61903097,14,3,25
EGLP-mohamed06,ME-EGSS10小组,61909432,14,4,24
EGLP-mohamed06,ME-EGSS10小组,63120286,14,4,24
EGLP-mohamed06,ME-EGSS10小组,63397811,14,4,24
EGLP-mohamed06,ME-EGSS10小组,63548001,14,3,25
EGLP-mohamed06,ME-EGSS10小组,63673145,14,2,26
EGLP-mohamed06,ME-EGSS10小组,63722447,14,4,24
EGLP-mohamed06,ME-EGSS10小组,63965181,14,5,23
EGLP-mohamed06,ME-EGSS10小组,58186111,13,4,22
EGLP-mohamed06,ME-EGSS10小组,61859701,13,4,22
EGLP-mohamed06,ME-EGSS10小组,61959401,13,3,23
EGLP-mohamed06,ME-EGSS10小组,62383654,13,4,22
EGLP-mohamed06,ME-EGSS10小组,63201607,13,4,22
EGLP-mohamed06,ME-EGSS10小组,63204215,13,4,22
EGLP-mohamed06,ME-EGSS10小组,63306704,13,4,22
EGLP-mohamed06,ME-EGSS10小组,63530154,13,3,23
EGLP-mohamed06,ME-EGSS10小组,63997697,13,3,23
EGLP-mohamed06,ME-EGSS10小组,58564908,12,4,20
EGLP-mohamed06,ME-EGSS10小组,59257481,12,3,21
EGLP-mohamed06,ME-EGSS10小组,59822821,12,4,20
EGLP-mohamed06,ME-EGSS10小组,61625968,12,0,24
EGLP-mohamed06,ME-EGSS10小组,61900878,12,3,21
EGLP-mohamed06,ME-EGSS10小组,61925485,12,4,20
EGLP-mohamed06,ME-EGSS10小组,61940854,12,0,24
EGLP-mohamed06,ME-EGSS10小组,61942381,12,4,20
EGLP-mohamed06,ME-EGSS10小组,61957090,12,0,24
EGLP-mohamed06,ME-EGSS10小组,61959583,12,2,22
EGLP-mohamed06,ME-EGSS10小组,62388070,12,3,21
EGLP-mohamed06,ME-EGSS10小组,63370165,12,4,20
EGLP-mohamed06,ME-EGSS10小组,63497650,12,4,20
EGLP-mohamed06,ME-EGSS10小组,63627295,12,0,24
EGLP-mohamed06,ME-EGSS10小组,63700187,12,4,20
EGLP-mohamed06,ME-EGSS10小组,58112904,11,2,20
EGLP-mohamed06,ME-EGSS10小组,58785135,11,2,20
EGLP-mohamed06,ME-EGSS10小组,59067152,11,4,18
EGLP-mohamed06,ME-EGSS10小组,59718612,11,5,17
EGLP-mohamed06,ME-EGSS10小组,61335385,11,3,19
EGLP-mohamed06,ME-EGSS10小组,61664150,11,3,19
EGLP-mohamed06,ME-EGSS10小组,61842956,11,4,18
EGLP-mohamed06,ME-EGSS10小组,61891049,11,4,18
EGLP-mohamed06,ME-EGSS10小组,61891617,11,2,20
EGLP-mohamed06,ME-EGSS10小组,61894119,11,4,18
EGLP-mohamed06,ME-EGSS10小组,61912836,11,3,19
EGLP-mohamed06,ME-EGSS10小组,61926934,11,3,19
EGLP-mohamed06,ME-EGSS10小组,61941253,11,0,22
EGLP-mohamed06,ME-EGSS10小组,61956734,11,4,18
EGLP-mohamed06,ME-EGSS10小组,62186878,11,4,18
EGLP-mohamed06,ME-EGSS10小组,62280759,11,1,21
EGLP-mohamed06,ME-EGSS10小组,62401761,11,4,18
EGLP-mohamed06,ME-EGSS10小组,62465376,11,0,22
EGLP-mohamed06,ME-EGSS10小组,62521442,11,4,18
EGLP-mohamed06,ME-EGSS10小组,62535454,11,0,22
EGLP-mohamed06,ME-EGSS10小组,63670999,11,4,18
EGLP-mohamed06,ME-EGSS10小组,63838885,11,4,18
EGLP-mohamed06,ME-EGSS10小组,63886251,11,4,18
EGLP-mohamed06,ME-EGSS10小组,63967242,11,4,18
EGLP-mohamed06,ME-EGSS10小组,64160586,11,4,18
EGLP-mohamed06,ME-EGSS10小组,58274196,10,4,16
EGLP-mohamed06,ME-EGSS10小组,58676812,10,3,17
EGLP-mohamed06,ME-EGSS10小组,59018881,10,0,20
EGLP-mohamed06,ME-EGSS10小组,59257559,10,3,17
EGLP-mohamed06,ME-EGSS10小组,59984357,10,3,17
EGLP-mohamed06,ME-EGSS10小组,60223925,10,3,17
EGLP-mohamed06,ME-EGSS10小组,60713557,10,2,18
EGLP-mohamed06,ME-EGSS10小组,60717792,10,2,18
EGLP-mohamed06,ME-EGSS10小组,61762805,10,4,16
EGLP-mohamed06,ME-EGSS10小组,61831001,10,4,16
EGLP-mohamed06,ME-EGSS10小组,61842260,10,4,16
EGLP-mohamed06,ME-EGSS10小组,61940430,10,3,17
EGLP-mohamed06,ME-EGSS10小组,61950979,10,3,17
EGLP-mohamed06,ME-EGSS10小组,61957341,10,3,17
EGLP-mohamed06,ME-EGSS10小组,62385207,10,4,16
EGLP-mohamed06,ME-EGSS10小组,63637169,10,2,18
EGLP-mohamed06,ME-EGSS10小组,63647101,10,2,18
EGLP-mohamed06,ME-EGSS10小组,63711248,10,0,20
EGLP-mohamed06,ME-EGSS10小组,63783496,10,3,17
EGLP-mohamed06,ME-EGSS10小组,64102114,10,3,17
EGLP-mohamed06,ME-EGSS10小组,64102669,10,2,18
EGLP-mohamed06,ME-EGSS10小组,57813524,9,4,14
EGLP-mohamed06,ME-EGSS10小组,58355382,9,0,18
EGLP-mohamed06,ME-EGSS10小组,58417863,9,3,15
EGLP-mohamed06,ME-EGSS10小组,59888789,9,4,14
EGLP-mohamed06,ME-EGSS10小组,60652657,9,3,15
EGLP-mohamed06,ME-EGSS10小组,60704139,9,4,14
EGLP-mohamed06,ME-EGSS10小组,61837241,9,0,18
EGLP-mohamed06,ME-EGSS10小组,61847653,9,2,16
EGLP-mohamed06,ME-EGSS10小组,61893212,9,2,16
EGLP-mohamed06,ME-EGSS10小组,61893509,9,3,15
EGLP-mohamed06,ME-EGSS10小组,61905804,9,3,15
EGLP-mohamed06,ME-EGSS10小组,61911555,9,0,18
EGLP-mohamed06,ME-EGSS10小组,61954656,9,3,15
EGLP-mohamed06,ME-EGSS10小组,61956874,9,1,17
EGLP-mohamed06,ME-EGSS10小组,61957342,9,0,18
EGLP-mohamed06,ME-EGSS10小组,61959320,9,3,15
EGLP-mohamed06,ME-EGSS10小组,61961814,9,3,15
EGLP-mohamed06,ME-EGSS10小组,62540593,9,3,15
EGLP-mohamed06,ME-EGSS10小组,62576978,9,8,10
EGLP-mohamed06,ME-EGSS10小组,62843597,9,2,16
EGLP-mohamed06,ME-EGSS10小组,62850208,9,2,16
EGLP-mohamed06,ME-EGSS10小组,63094900,9,2,16
EGLP-mohamed06,ME-EGSS10小组,63095268,9,2,16
EGLP-mohamed06,ME-EGSS10小组,63273811,9,2,16
EGLP-mohamed06,ME-EGSS10小组,64150751,9,3,15
EGLP-mohamed06,ME-EGSS10小组,64150953,9,3,15
EGLP-mohamed06,ME-EGSS10小组,60654725,8,0,16
EGLP-mohamed06,ME-EGSS10小组,61050193,8,3,13
EGLP-mohamed06,ME-EGSS10小组,61835729,8,2,14
EGLP-mohamed06,ME-EGSS10小组,61879176,8,3,13
EGLP-mohamed06,ME-EGSS10小组,61889732,8,1,15
EGLP-mohamed06,ME-EGSS10小组,61917599,8,4,12
EGLP-mohamed06,ME-EGSS10小组,62470304,8,3,13
EGLP-mohamed06,ME-EGSS10小组,62652534,8,3,13
EGLP-mohamed06,ME-EGSS10小组,64180345,8,2,14
EGLP-mohamed06,ME-EGSS10小组,58640202,7,0,14
EGLP-mohamed06,ME-EGSS10小组,59680006,7,0,14
EGLP-mohamed06,ME-EGSS10小组,61899245,7,2,12
EGLP-mohamed06,ME-EGSS10小组,61922287,7,4,10
EGLP-mohamed06,ME-EGSS10小组,61923413,7,3,11
EGLP-mohamed06,ME-EGSS10小组,61939568,7,4,10
EGLP-mohamed06,ME-EGSS10小组,61949157,7,3,11
EGLP-mohamed06,ME-EGSS10小组,62337354,7,2,12
EGLP-mohamed06,ME-EGSS10小组,62657833,7,3,11
EGLP-mohamed06,ME-EGSS10小组,63198804,7,1,13
EGLP-mohamed06,ME-EGSS10小组,63426901,7,3,11
EGLP-mohamed06,ME-EGSS10小组,63970339,7,4,10
EGLP-mohamed06,ME-EGSS10小组,61866314,6,5,7
EGLP-mohamed06,ME-EGSS10小组,62491741,6,2,10
EGLP-mohamed06,ME-EGSS10小组,62675771,6,0,12
EGLP-mohamed06,ME-EGSS10小组,63203514,6,0,12
EGLP-mohamed06,ME-EGSS10小组,63606009,6,1,11
EGLP-mohamed06,ME-EGSS10小组,63647131,6,0,12
EGLP-mohamed06,ME-EGSS10小组,63658673,6,0,12
EGLP-mohamed06,ME-EGSS10小组,63735125,6,4,8
EGLP-mohamed06,ME-EGSS10小组,60122480,5,0,10
EGLP-mohamed06,ME-EGSS10小组,62627344,5,0,10
EGLP-mohamed06,ME-EGSS10小组,62682787,5,0,10
EGLP-mohamed06,ME-EGSS10小组,59982593,4,0,8
EGLP-mohamed06,ME-EGSS10小组,61850384,4,4,4
EGLP-mohamed06,ME-EGSS10小组,61919234,4,4,4
EGLP-mohamed06,ME-EGSS10小组,61953046,4,3,5
EGLP-mohamed06,ME-EGSS10小组,61956178,4,4,4
EGLP-mohamed06,ME-EGSS10小组,62556539,4,0,8
EGLP-mohamed06,ME-EGSS10小组,63614200,4,0,8
EGLP-mohamed06,ME-EGSS10小组,61948879,3,4,2
EGLP-mohamed06,ME-EGSS10小组,62215851,3,0,6
EGLP-mohamed06,ME-EGSS10小组,63802832,3,3,3
EGLP-mohamed06,ME-EGSS10小组,62623201,2,0,4
EGLP-saraht,ME-EGSS05小组,58565770,9,1,17
EGLP-saraht,ME-EGSS05小组,60361741,9,3,15
EGLP-shahdmahmoud,ME-EGSS13小组,59681471,22,4,40
EGLP-shahdmahmoud,ME-EGSS13小组,59041876,21,4,38
EGLP-shahdmahmoud,ME-EGSS13小组,63953682,21,4,38
EGLP-shahdmahmoud,ME-EGSS13小组,63685013,20,6,34
EGLP-shahdmahmoud,ME-EGSS13小组,63692837,18,6,30
EGLP-shahdmahmoud,ME-EGSS13小组,63938976,18,6,30
EGLP-shahdmahmoud,ME-EGSS13小组,60109687,17,2,32
EGLP-shahdmahmoud,ME-EGSS13小组,61594522,17,5,29
EGLP-shahdmahmoud,ME-EGSS13小组,62861741,16,5,27
EGLP-shahdmahmoud,ME-EGSS13小组,63536526,15,5,25
EGLP-shahdmahmoud,ME-EGSS13小组,63607510,15,5,25
EGLP-shahdmahmoud,ME-EGSS13小组,63649757,15,5,25
EGLP-shahdmahmoud,ME-EGSS13小组,63663715,15,4,26
EGLP-shahdmahmoud,ME-EGSS13小组,62463588,14,5,23
EGLP-shahdmahmoud,ME-EGSS13小组,62507074,14,4,24
EGLP-shahdmahmoud,ME-EGSS13小组,62809588,14,4,24
EGLP-shahdmahmoud,ME-EGSS13小组,63628893,14,0,28
EGLP-shahdmahmoud,ME-EGSS13小组,63762651,14,4,24
EGLP-shahdmahmoud,ME-EGSS13小组,60431518,13,0,26
EGLP-shahdmahmoud,ME-EGSS13小组,61646398,13,4,22
EGLP-shahdmahmoud,ME-EGSS13小组,62623166,13,4,22
EGLP-shahdmahmoud,ME-EGSS13小组,63823161,13,1,25
EGLP-shahdmahmoud,ME-EGSS13小组,63896502,13,4,22
EGLP-shahdmahmoud,ME-EGSS13小组,64021406,13,0,26
EGLP-shahdmahmoud,ME-EGSS13小组,58220363,12,4,20
EGLP-shahdmahmoud,ME-EGSS13小组,58515614,12,4,20
EGLP-shahdmahmoud,ME-EGSS13小组,59572008,12,0,24
EGLP-shahdmahmoud,ME-EGSS13小组,60062317,12,4,20
EGLP-shahdmahmoud,ME-EGSS13小组,62416809,12,4,20
EGLP-shahdmahmoud,ME-EGSS13小组,63322534,12,4,20
EGLP-shahdmahmoud,ME-EGSS13小组,63517859,12,3,21
EGLP-shahdmahmoud,ME-EGSS13小组,63858135,12,0,24
EGLP-shahdmahmoud,ME-EGSS13小组,63994882,12,0,24
EGLP-shahdmahmoud,ME-EGSS13小组,60400215,11,4,18
EGLP-shahdmahmoud,ME-EGSS13小组,61007088,11,3,19
EGLP-shahdmahmoud,ME-EGSS13小组,62057833,11,2,20
EGLP-shahdmahmoud,ME-EGSS13小组,62713500,11,4,18
EGLP-shahdmahmoud,ME-EGSS13小组,62840868,11,4,18
EGLP-shahdmahmoud,ME-EGSS13小组,63456312,11,0,22
EGLP-shahdmahmoud,ME-EGSS13小组,63547440,11,3,19
EGLP-shahdmahmoud,ME-EGSS13小组,63583253,11,4,18
EGLP-shahdmahmoud,ME-EGSS13小组,63605293,11,1,21
EGLP-shahdmahmoud,ME-EGSS13小组,63662110,11,4,18
EGLP-shahdmahmoud,ME-EGSS13小组,63668819,11,2,20
EGLP-shahdmahmoud,ME-EGSS13小组,63833641,11,1,21
EGLP-shahdmahmoud,ME-EGSS13小组,63917749,11,3,19
EGLP-shahdmahmoud,ME-EGSS13小组,64050289,11,1,21
EGLP-shahdmahmoud,ME-EGSS13小组,58582335,10,3,17
EGLP-shahdmahmoud,ME-EGSS13小组,59074857,10,5,15
EGLP-shahdmahmoud,ME-EGSS13小组,62384217,10,4,16
EGLP-shahdmahmoud,ME-EGSS13小组,62511667,10,3,17
EGLP-shahdmahmoud,ME-EGSS13小组,63001885,10,4,16
EGLP-shahdmahmoud,ME-EGSS13小组,63670100,10,3,17
EGLP-shahdmahmoud,ME-EGSS13小组,63681917,10,3,17
EGLP-shahdmahmoud,ME-EGSS13小组,63839412,10,2,18
EGLP-shahdmahmoud,ME-EGSS13小组,63887119,10,4,16
EGLP-shahdmahmoud,ME-EGSS13小组,64132197,10,3,17
EGLP-shahdmahmoud,ME-EGSS13小组,64143387,10,3,17
EGLP-shahdmahmoud,ME-EGSS13小组,60250311,9,4,14
EGLP-shahdmahmoud,ME-EGSS13小组,62535678,9,3,15
EGLP-shahdmahmoud,ME-EGSS13小组,62636295,9,4,14
EGLP-shahdmahmoud,ME-EGSS13小组,63234069,9,1,17
EGLP-shahdmahmoud,ME-EGSS13小组,63265839,9,1,17
EGLP-shahdmahmoud,ME-EGSS13小组,63490589,9,3,15
EGLP-shahdmahmoud,ME-EGSS13小组,63721532,9,4,14
EGLP-shahdmahmoud,ME-EGSS13小组,63810023,9,3,15
EGLP-shahdmahmoud,ME-EGSS13小组,64110170,9,3,15
EGLP-shahdmahmoud,ME-EGSS13小组,64160520,9,2,16
EGLP-shahdmahmoud,ME-EGSS13小组,60166591,8,3,13
EGLP-shahdmahmoud,ME-EGSS13小组,63822259,8,1,15
EGLP-shahdmahmoud,ME-EGSS13小组,58455517,7,0,14
EGLP-shahdmahmoud,ME-EGSS13小组,62365049,7,3,11
EGLP-shahdmahmoud,ME-EGSS13小组,62419313,7,2,12
EGLP-shahdmahmoud,ME-EGSS13小组,63683808,7,0,14
EGLP-shahdmahmoud,ME-EGSS13小组,63774816,6,2,10
EGLP-shahdmahmoud,ME-EGSS13小组,63820664,6,3,9
EGLP-shahdmahmoud,ME-EGSS13小组,63894480,6,3,9
EGLP-shahdmahmoud,ME-EGSS13小组,59950073,5,0,10
EGLP-shahdmahmoud,ME-EGSS13小组,62032894,5,0,10
EGLP-shahdmahmoud,ME-EGSS13小组,63709794,5,1,9
EGLP-shahdmahmoud,ME-EGSS13小组,64151335,5,3,7
EGLP-shahdmahmoud,ME-EGSS13小组,58808253,4,2,6
EGLP-shahdmahmoud,ME-EGSS13小组,61517173,4,0,8
EGLP-shahdmahmoud,ME-EGSS13小组,63206777,4,0,8
EGLP-shahdmahmoud,ME-EGSS13小组,63661372,4,3,5
EGLP-shahdmahmoud,ME-EGSS13小组,63711310,4,5,3
EGLP-shahdmahmoud,ME-EGSS13小组,61967723,3,0,6
EGLP-shahdmahmoud,ME-EGSS13小组,63684063,3,0,6
EGLP-shahdmahmoud,ME-EGSS13小组,64068251,3,0,6
EGLP-shahdmahmoud,ME-EGSS13小组,64131632,3,0,6
EGLP-shahdmahmoud,ME-EGSS13小组,59364080,2,0,4
EGLP-shahdmahmoud,ME-EGSS13小组,61326536,2,0,4
EGLP-shahdmahmoud,ME-EGSS13小组,63500408,2,3,1
EGSS-abdelrahmannasef,ME-EGSS05小组,58483208,20,2,38
EGSS-abdelrahmannasef,ME-EGSS05小组,59721749,19,5,33
EGSS-abdelrahmannasef,ME-EGSS05小组,63928711,18,6,30
EGSS-abdelrahmannasef,ME-EGSS05小组,61828339,17,5,29
EGSS-abdelrahmannasef,ME-EGSS05小组,63226655,17,4,30
EGSS-abdelrahmannasef,ME-EGSS05小组,63928442,17,6,28
EGSS-abdelrahmannasef,ME-EGSS05小组,58247882,16,5,27
EGSS-abdelrahmannasef,ME-EGSS05小组,63213804,16,5,27
EGSS-abdelrahmannasef,ME-EGSS05小组,58680945,15,5,25
EGSS-abdelrahmannasef,ME-EGSS05小组,61566261,15,2,28
EGSS-abdelrahmannasef,ME-EGSS05小组,63198701,15,5,25
EGSS-abdelrahmannasef,ME-EGSS05小组,58788005,14,3,25
EGSS-abdelrahmannasef,ME-EGSS05小组,59566870,14,5,23
EGSS-abdelrahmannasef,ME-EGSS05小组,60847078,14,5,23
EGSS-abdelrahmannasef,ME-EGSS05小组,60908447,14,8,20
EGSS-abdelrahmannasef,ME-EGSS05小组,61068377,14,0,28
EGSS-abdelrahmannasef,ME-EGSS05小组,61488860,14,4,24
EGSS-abdelrahmannasef,ME-EGSS05小组,61875687,14,2,26
EGSS-abdelrahmannasef,ME-EGSS05小组,62073679,14,4,24
EGSS-abdelrahmannasef,ME-EGSS05小组,62235446,14,4,24
EGSS-abdelrahmannasef,ME-EGSS05小组,62919573,14,4,24
EGSS-abdelrahmannasef,ME-EGSS05小组,63019221,14,2,26
EGSS-abdelrahmannasef,ME-EGSS05小组,63024861,14,4,24
EGSS-abdelrahmannasef,ME-EGSS05小组,63123080,14,4,24
EGSS-abdelrahmannasef,ME-EGSS05小组,63399017,14,4,24
EGSS-abdelrahmannasef,ME-EGSS05小组,63562022,14,4,24
EGSS-abdelrahmannasef,ME-EGSS05小组,63617525,14,3,25
EGSS-abdelrahmannasef,ME-EGSS05小组,63866511,14,1,27
EGSS-abdelrahmannasef,ME-EGSS05小组,63919395,14,4,24
EGSS-abdelrahmannasef,ME-EGSS05小组,63919923,14,4,24
EGSS-abdelrahmannasef,ME-EGSS05小组,57858820,13,5,21
EGSS-abdelrahmannasef,ME-EGSS05小组,58340155,13,0,26
EGSS-abdelrahmannasef,ME-EGSS05小组,58367617,13,4,22
EGSS-abdelrahmannasef,ME-EGSS05小组,59153035,13,3,23
EGSS-abdelrahmannasef,ME-EGSS05小组,59821445,13,4,22
EGSS-abdelrahmannasef,ME-EGSS05小组,60465073,13,3,23
EGSS-abdelrahmannasef,ME-EGSS05小组,60710495,13,6,20
EGSS-abdelrahmannasef,ME-EGSS05小组,60841323,13,4,22
EGSS-abdelrahmannasef,ME-EGSS05小组,61413839,13,6,20
EGSS-abdelrahmannasef,ME-EGSS05小组,61674458,13,5,21
EGSS-abdelrahmannasef,ME-EGSS05小组,62106060,13,4,22
EGSS-abdelrahmannasef,ME-EGSS05小组,62106312,13,4,22
EGSS-abdelrahmannasef,ME-EGSS05小组,62266845,13,3,23
EGSS-abdelrahmannasef,ME-EGSS05小组,62717759,13,4,22
EGSS-abdelrahmannasef,ME-EGSS05小组,62906569,13,4,22
EGSS-abdelrahmannasef,ME-EGSS05小组,63203406,13,4,22
EGSS-abdelrahmannasef,ME-EGSS05小组,63670643,13,4,22
EGSS-abdelrahmannasef,ME-EGSS05小组,63673529,13,4,22
EGSS-abdelrahmannasef,ME-EGSS05小组,63963409,13,4,22
EGSS-abdelrahmannasef,ME-EGSS05小组,64087293,13,2,24
EGSS-abdelrahmannasef,ME-EGSS05小组,64087697,13,2,24
EGSS-abdelrahmannasef,ME-EGSS05小组,58672965,12,4,20
EGSS-abdelrahmannasef,ME-EGSS05小组,58855318,12,4,20
EGSS-abdelrahmannasef,ME-EGSS05小组,58956028,12,3,21
EGSS-abdelrahmannasef,ME-EGSS05小组,59398696,12,4,20
EGSS-abdelrahmannasef,ME-EGSS05小组,59500272,12,2,22
EGSS-abdelrahmannasef,ME-EGSS05小组,60328137,12,4,20
EGSS-abdelrahmannasef,ME-EGSS05小组,60907983,12,7,17
EGSS-abdelrahmannasef,ME-EGSS05小组,60907985,12,8,16
EGSS-abdelrahmannasef,ME-EGSS05小组,61012273,12,1,23
EGSS-abdelrahmannasef,ME-EGSS05小组,61138934,12,4,20
EGSS-abdelrahmannasef,ME-EGSS05小组,61324797,12,4,20
EGSS-abdelrahmannasef,ME-EGSS05小组,61450150,12,4,20
EGSS-abdelrahmannasef,ME-EGSS05小组,61826886,12,3,21
EGSS-abdelrahmannasef,ME-EGSS05小组,62091252,12,4,20
EGSS-abdelrahmannasef,ME-EGSS05小组,62717961,12,4,20
EGSS-abdelrahmannasef,ME-EGSS05小组,62801800,12,5,19
EGSS-abdelrahmannasef,ME-EGSS05小组,62837160,12,0,24
EGSS-abdelrahmannasef,ME-EGSS05小组,62839343,12,0,24
EGSS-abdelrahmannasef,ME-EGSS05小组,62938067,12,4,20
EGSS-abdelrahmannasef,ME-EGSS05小组,63510327,12,4,20
EGSS-abdelrahmannasef,ME-EGSS05小组,63617509,12,2,22
EGSS-abdelrahmannasef,ME-EGSS05小组,63657841,12,2,22
EGSS-abdelrahmannasef,ME-EGSS05小组,58777971,11,3,19
EGSS-abdelrahmannasef,ME-EGSS05小组,60850738,11,2,20
EGSS-abdelrahmannasef,ME-EGSS05小组,61160051,11,1,21
EGSS-abdelrahmannasef,ME-EGSS05小组,61178058,11,1,21
EGSS-abdelrahmannasef,ME-EGSS05小组,61178064,11,1,21
EGSS-abdelrahmannasef,ME-EGSS05小组,61230031,11,4,18
EGSS-abdelrahmannasef,ME-EGSS05小组,61472439,11,2,20
EGSS-abdelrahmannasef,ME-EGSS05小组,62423804,11,3,19
EGSS-abdelrahmannasef,ME-EGSS05小组,62717361,11,4,18
EGSS-abdelrahmannasef,ME-EGSS05小组,62823540,11,0,22
EGSS-abdelrahmannasef,ME-EGSS05小组,63485635,11,2,20
EGSS-abdelrahmannasef,ME-EGSS05小组,63651649,11,5,17
EGSS-abdelrahmannasef,ME-EGSS05小组,63799176,11,2,20
EGSS-abdelrahmannasef,ME-EGSS05小组,63989894,11,2,20
EGSS-abdelrahmannasef,ME-EGSS05小组,58097002,10,4,16
EGSS-abdelrahmannasef,ME-EGSS05小组,58293308,10,4,16
EGSS-abdelrahmannasef,ME-EGSS05小组,58313600,10,4,16
EGSS-abdelrahmannasef,ME-EGSS05小组,59080549,10,3,17
EGSS-abdelrahmannasef,ME-EGSS05小组,59623929,10,2,18
EGSS-abdelrahmannasef,ME-EGSS05小组,60135372,10,0,20
EGSS-abdelrahmannasef,ME-EGSS05小组,60305849,10,1,19
EGSS-abdelrahmannasef,ME-EGSS05小组,60345381,10,4,16
EGSS-abdelrahmannasef,ME-EGSS05小组,60709453,10,2,18
EGSS-abdelrahmannasef,ME-EGSS05小组,61288863,10,3,17
EGSS-abdelrahmannasef,ME-EGSS05小组,62051786,10,2,18
EGSS-abdelrahmannasef,ME-EGSS05小组,62376407,10,3,17
EGSS-abdelrahmannasef,ME-EGSS05小组,62456456,10,3,17
EGSS-abdelrahmannasef,ME-EGSS05小组,62463055,10,3,17
EGSS-abdelrahmannasef,ME-EGSS05小组,62890137,10,2,18
EGSS-abdelrahmannasef,ME-EGSS05小组,62902294,10,2,18
EGSS-abdelrahmannasef,ME-EGSS05小组,63164484,10,2,18
EGSS-abdelrahmannasef,ME-EGSS05小组,63446598,10,5,15
EGSS-abdelrahmannasef,ME-EGSS05小组,63485592,10,2,18
EGSS-abdelrahmannasef,ME-EGSS05小组,63508592,10,4,16
EGSS-abdelrahmannasef,ME-EGSS05小组,63570455,10,4,16
EGSS-abdelrahmannasef,ME-EGSS05小组,63608038,10,0,20
EGSS-abdelrahmannasef,ME-EGSS05小组,63651432,10,4,16
EGSS-abdelrahmannasef,ME-EGSS05小组,63722199,10,2,18
EGSS-abdelrahmannasef,ME-EGSS05小组,63732129,10,5,15
EGSS-abdelrahmannasef,ME-EGSS05小组,63978979,10,4,16
EGSS-abdelrahmannasef,ME-EGSS05小组,59014087,9,0,18
EGSS-abdelrahmannasef,ME-EGSS05小组,59724446,9,0,18
EGSS-abdelrahmannasef,ME-EGSS05小组,61027834,9,2,16
EGSS-abdelrahmannasef,ME-EGSS05小组,61057241,9,3,15
EGSS-abdelrahmannasef,ME-EGSS05小组,61564303,9,4,14
EGSS-abdelrahmannasef,ME-EGSS05小组,62142442,9,4,14
EGSS-abdelrahmannasef,ME-EGSS05小组,62387859,9,3,15
EGSS-abdelrahmannasef,ME-EGSS05小组,62499657,9,2,16
EGSS-abdelrahmannasef,ME-EGSS05小组,63003778,9,2,16
EGSS-abdelrahmannasef,ME-EGSS05小组,63531953,9,3,15
EGSS-abdelrahmannasef,ME-EGSS05小组,63756449,9,4,14
EGSS-abdelrahmannasef,ME-EGSS05小组,63878394,9,2,16
EGSS-abdelrahmannasef,ME-EGSS05小组,63878585,9,2,16
EGSS-abdelrahmannasef,ME-EGSS05小组,64158186,9,4,14
EGSS-abdelrahmannasef,ME-EGSS05小组,64181054,9,3,15
EGSS-abdelrahmannasef,ME-EGSS05小组,58348113,8,4,12
EGSS-abdelrahmannasef,ME-EGSS05小组,58858209,8,4,12
EGSS-abdelrahmannasef,ME-EGSS05小组,58908469,8,3,13
EGSS-abdelrahmannasef,ME-EGSS05小组,59269204,8,4,12
EGSS-abdelrahmannasef,ME-EGSS05小组,59345785,8,4,12
EGSS-abdelrahmannasef,ME-EGSS05小组,60195582,8,5,11
EGSS-abdelrahmannasef,ME-EGSS05小组,60468913,8,3,13
EGSS-abdelrahmannasef,ME-EGSS05小组,60728788,8,2,14
EGSS-abdelrahmannasef,ME-EGSS05小组,61415682,8,5,11
EGSS-abdelrahmannasef,ME-EGSS05小组,61637923,8,0,16
EGSS-abdelrahmannasef,ME-EGSS05小组,63095173,8,1,15
EGSS-abdelrahmannasef,ME-EGSS05小组,63202438,8,4,12
EGSS-abdelrahmannasef,ME-EGSS05小组,63205477,8,0,16
EGSS-abdelrahmannasef,ME-EGSS05小组,63719982,8,2,14
EGSS-abdelrahmannasef,ME-EGSS05小组,63980408,8,4,12
EGSS-abdelrahmannasef,ME-EGSS05小组,64026066,8,0,16
EGSS-abdelrahmannasef,ME-EGSS05小组,64042581,8,0,16
